,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk,cluster
382,no checking,22,existing paid,new car,1283,no known savings,4<=X<7,4,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
383,>=200,12,existing paid,new car,1330,<100,<1,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
384,no checking,30,delayed previously,business,4272,100<=X<500,1<=X<4,2,male single,none,2,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
385,no checking,18,critical/other existing credit,radio/tv,2238,<100,1<=X<4,2,male single,none,1,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
386,no checking,18,existing paid,radio/tv,1126,no known savings,<1,4,male single,none,2,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
388,0<=X<200,15,critical/other existing credit,business,2326,500<=X<1000,1<=X<4,2,male single,none,4,car,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,good,17
389,no checking,9,existing paid,business,1449,<100,4<=X<7,3,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
403,no checking,14,delayed previously,new car,802,<100,1<=X<4,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
405,0<=X<200,24,existing paid,radio/tv,2039,<100,<1,1,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
407,<0,15,existing paid,radio/tv,1053,<100,<1,4,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,no,good,17
408,no checking,24,existing paid,radio/tv,3235,500<=X<1000,>=7,3,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
410,0<=X<200,24,existing paid,radio/tv,1967,<100,>=7,4,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
420,no checking,15,existing paid,new car,3186,>=1000,4<=X<7,2,male single,none,3,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
424,0<=X<200,12,existing paid,furniture/equipment,2762,no known savings,>=7,1,male single,none,2,life insurance,27.110581775279115,bank,own,1,unemp/unskilled non res,1,yes,yes,bad,17
425,0<=X<200,18,existing paid,used car,2779,<100,1<=X<4,1,male single,none,3,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
434,<0,9,existing paid,furniture/equipment,2136,<100,1<=X<4,3,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
435,0<=X<200,12,existing paid,radio/tv,1484,no known savings,1<=X<4,2,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
436,no checking,6,existing paid,repairs,660,500<=X<1000,4<=X<7,2,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
439,>=200,12,all paid,business,609,<100,<1,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
458,<0,6,existing paid,domestic appliance,343,<100,<1,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
468,no checking,33,delayed previously,business,2764,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
470,0<=X<200,24,existing paid,radio/tv,3092,100<=X<500,<1,3,male single,none,2,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,bad,17
471,<0,6,existing paid,education,448,<100,<1,4,male single,none,4,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
475,<0,18,no credits/all paid,furniture/equipment,3114,<100,<1,1,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
476,no checking,39,existing paid,used car,2569,500<=X<1000,1<=X<4,4,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
477,>=200,24,existing paid,radio/tv,5152,<100,4<=X<7,4,male single,none,2,car,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,good,17
480,0<=X<200,12,critical/other existing credit,radio/tv,3573,<100,1<=X<4,1,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
481,0<=X<200,24,existing paid,new car,1201,<100,<1,4,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
490,no checking,12,critical/other existing credit,radio/tv,1934,<100,>=7,2,male single,none,2,no known property,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
492,no checking,6,critical/other existing credit,radio/tv,1237,100<=X<500,1<=X<4,1,male single,none,1,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
495,<0,24,existing paid,furniture/equipment,2996,no known savings,1<=X<4,2,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
504,<0,24,existing paid,new car,1207,<100,<1,4,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
505,no checking,10,existing paid,new car,1309,no known savings,1<=X<4,4,male single,guarantor,4,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
512,>=200,15,existing paid,business,2687,<100,4<=X<7,2,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
513,0<=X<200,12,delayed previously,radio/tv,585,<100,1<=X<4,4,male single,co applicant,4,real estate,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,good,17
517,no checking,36,critical/other existing credit,furniture/equipment,7127,<100,<1,2,male single,none,4,life insurance,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,bad,17
521,<0,18,existing paid,radio/tv,3190,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
523,no checking,24,existing paid,used car,3488,100<=X<500,4<=X<7,3,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
524,0<=X<200,18,existing paid,radio/tv,1113,<100,1<=X<4,4,male single,guarantor,4,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,2,none,yes,good,17
533,no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male single,none,3,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
534,no checking,24,existing paid,radio/tv,3105,no known savings,<1,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
540,0<=X<200,12,existing paid,radio/tv,1534,<100,<1,1,male single,none,1,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
548,<0,12,all paid,radio/tv,626,<100,1<=X<4,4,male single,none,4,real estate,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
550,no checking,12,critical/other existing credit,repairs,996,no known savings,4<=X<7,4,male single,none,4,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
553,0<=X<200,12,critical/other existing credit,new car,1995,100<=X<500,<1,4,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
555,0<=X<200,12,existing paid,radio/tv,1331,<100,<1,2,male single,none,1,car,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,bad,17
558,<0,24,all paid,furniture/equipment,3552,<100,4<=X<7,3,male single,none,4,car,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
561,<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,27.110581775279115,bank,rent,1,unemp/unskilled non res,1,none,yes,bad,17
565,0<=X<200,24,delayed previously,radio/tv,1553,100<=X<500,4<=X<7,3,male single,none,2,life insurance,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,good,17
570,<0,24,existing paid,furniture/equipment,3234,<100,<1,4,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,bad,17
573,<0,15,existing paid,business,806,<100,1<=X<4,4,male single,none,4,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
574,0<=X<200,9,existing paid,radio/tv,1082,<100,>=7,4,male single,none,4,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
575,no checking,15,critical/other existing credit,furniture/equipment,2788,<100,4<=X<7,2,male single,co applicant,3,car,27.110581775279115,bank,own,2,unemp/unskilled non res,1,none,yes,good,17
576,0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
578,0<=X<200,36,critical/other existing credit,new car,2820,<100,<1,4,male single,none,4,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,bad,17
579,no checking,24,existing paid,retraining,937,<100,<1,4,male single,none,3,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
587,<0,12,existing paid,furniture/equipment,1289,<100,1<=X<4,4,male single,guarantor,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
593,0<=X<200,24,existing paid,new car,2718,<100,1<=X<4,3,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,bad,17
596,<0,24,existing paid,new car,1442,<100,4<=X<7,4,male single,none,4,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
604,>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,male single,none,2,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
605,<0,24,all paid,furniture/equipment,2828,500<=X<1000,1<=X<4,4,male single,none,4,real estate,27.110581775279115,stores,own,1,unemp/unskilled non res,1,yes,yes,good,17
610,<0,12,existing paid,domestic appliance,741,100<=X<500,unemployed,4,male single,none,3,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
613,<0,24,all paid,used car,3632,<100,1<=X<4,1,male single,guarantor,4,car,27.110581775279115,bank,rent,1,unemp/unskilled non res,1,none,no,good,17
616,0<=X<200,60,delayed previously,radio/tv,9157,no known savings,1<=X<4,2,male single,none,2,no known property,27.110581775279115,none,for free,1,unemp/unskilled non res,1,none,yes,good,17
620,0<=X<200,21,critical/other existing credit,business,3652,<100,4<=X<7,2,male single,none,3,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
623,<0,12,existing paid,furniture/equipment,1858,<100,<1,4,male single,none,1,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
632,0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
633,no checking,9,existing paid,furniture/equipment,1980,<100,<1,2,male single,co applicant,2,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
637,no checking,60,delayed previously,radio/tv,15653,<100,4<=X<7,2,male single,none,4,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
639,<0,42,delayed previously,radio/tv,4370,<100,4<=X<7,3,male single,none,2,life insurance,27.110581775279115,bank,own,2,unemp/unskilled non res,2,yes,yes,bad,17
640,<0,18,existing paid,education,750,<100,unemployed,4,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
645,no checking,36,delayed previously,business,7980,no known savings,<1,4,male single,none,4,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,bad,17
647,no checking,12,existing paid,new car,1386,500<=X<1000,1<=X<4,2,male single,none,2,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
655,<0,14,existing paid,new car,3973,<100,unemployed,1,male single,none,4,no known property,27.110581775279115,none,for free,1,unemp/unskilled non res,1,none,yes,good,17
660,>=200,12,existing paid,radio/tv,1297,<100,1<=X<4,3,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
661,<0,12,existing paid,new car,900,no known savings,1<=X<4,4,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
665,no checking,24,critical/other existing credit,other,6314,<100,unemployed,4,male single,co applicant,2,no known property,27.110581775279115,bank,own,2,unemp/unskilled non res,1,yes,yes,good,17
667,no checking,48,all paid,business,3609,<100,1<=X<4,1,male single,none,1,real estate,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,good,17
670,no checking,24,critical/other existing credit,business,4139,100<=X<500,1<=X<4,3,male single,none,3,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
673,no checking,6,critical/other existing credit,new car,2080,500<=X<1000,1<=X<4,1,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
675,no checking,30,critical/other existing credit,radio/tv,4530,<100,4<=X<7,4,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,good,17
677,0<=X<200,72,existing paid,radio/tv,5595,100<=X<500,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
679,no checking,18,existing paid,radio/tv,1453,<100,<1,3,male single,none,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
686,>=200,10,critical/other existing credit,radio/tv,1347,no known savings,4<=X<7,4,male single,none,2,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
690,<0,15,critical/other existing credit,furniture/equipment,975,<100,1<=X<4,2,male single,none,3,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
698,no checking,18,critical/other existing credit,radio/tv,1800,<100,1<=X<4,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
706,0<=X<200,48,existing paid,new car,6560,100<=X<500,4<=X<7,3,male single,none,2,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
707,0<=X<200,12,no credits/all paid,furniture/equipment,2969,<100,<1,4,male single,none,3,life insurance,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
708,0<=X<200,9,existing paid,radio/tv,1206,<100,>=7,4,male single,none,4,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
713,<0,9,critical/other existing credit,radio/tv,1138,<100,1<=X<4,4,male single,none,4,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
714,0<=X<200,60,existing paid,new car,14027,<100,4<=X<7,4,male single,none,2,no known property,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
721,0<=X<200,6,all paid,education,433,>=1000,<1,4,male single,none,2,life insurance,27.110581775279115,bank,rent,1,unemp/unskilled non res,2,none,yes,bad,17
722,<0,12,existing paid,new car,1228,<100,1<=X<4,4,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
724,no checking,27,existing paid,new car,2570,<100,1<=X<4,3,male single,none,3,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
727,<0,18,existing paid,radio/tv,1882,<100,1<=X<4,4,male single,none,4,car,27.110581775279115,bank,rent,2,unemp/unskilled non res,1,none,yes,bad,17
731,<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,2,none,yes,bad,17
736,0<=X<200,24,existing paid,used car,11560,<100,1<=X<4,1,male single,none,4,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
739,0<=X<200,30,no credits/all paid,business,4280,100<=X<500,1<=X<4,4,male single,none,4,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
741,0<=X<200,10,all paid,radio/tv,1048,<100,1<=X<4,4,male single,none,4,real estate,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,good,17
743,<0,24,all paid,furniture/equipment,2483,500<=X<1000,1<=X<4,4,male single,none,4,real estate,27.110581775279115,stores,own,1,unemp/unskilled non res,1,yes,yes,good,17
746,<0,15,existing paid,new car,2511,<100,unemployed,1,male single,none,4,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
751,<0,18,existing paid,new car,976,<100,<1,1,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
753,no checking,30,critical/other existing credit,radio/tv,5771,<100,4<=X<7,4,male single,none,2,car,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
762,<0,12,existing paid,radio/tv,2214,<100,1<=X<4,4,male single,none,3,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
764,no checking,24,critical/other existing credit,new car,2463,100<=X<500,4<=X<7,4,male single,none,3,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
770,<0,24,existing paid,used car,2812,no known savings,>=7,2,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
771,<0,36,critical/other existing credit,education,8065,<100,1<=X<4,3,male single,none,2,no known property,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,bad,17
775,<0,24,existing paid,new car,1371,no known savings,1<=X<4,4,male single,none,4,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
777,<0,18,existing paid,radio/tv,3509,<100,4<=X<7,4,male single,guarantor,1,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
780,0<=X<200,39,critical/other existing credit,radio/tv,4933,<100,4<=X<7,2,male single,guarantor,2,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,bad,17
783,0<=X<200,12,existing paid,new car,836,100<=X<500,<1,4,male single,none,2,life insurance,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
789,<0,40,critical/other existing credit,education,5998,<100,1<=X<4,4,male single,none,3,no known property,27.110581775279115,bank,own,1,unemp/unskilled non res,1,yes,yes,bad,17
792,no checking,6,critical/other existing credit,furniture/equipment,1221,no known savings,1<=X<4,1,male single,none,2,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
795,no checking,9,existing paid,furniture/equipment,2301,100<=X<500,<1,2,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
797,no checking,12,critical/other existing credit,furniture/equipment,1258,<100,<1,2,male single,none,4,life insurance,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,good,17
802,<0,20,critical/other existing credit,furniture/equipment,4272,<100,>=7,1,male single,none,4,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
804,0<=X<200,12,existing paid,new car,7472,no known savings,unemployed,1,male single,none,2,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
805,<0,36,existing paid,new car,9271,<100,4<=X<7,2,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
806,0<=X<200,6,existing paid,radio/tv,590,<100,<1,3,male single,none,3,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,no,good,17
809,0<=X<200,15,no credits/all paid,new car,1778,<100,<1,2,male single,none,1,real estate,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,bad,17
810,0<=X<200,8,existing paid,business,907,<100,<1,3,male single,none,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,good,17
817,no checking,6,critical/other existing credit,radio/tv,1554,<100,4<=X<7,1,male single,none,2,car,27.110581775279115,none,rent,2,unemp/unskilled non res,1,yes,yes,good,17
819,<0,18,existing paid,radio/tv,1345,<100,1<=X<4,4,male single,none,3,real estate,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
820,no checking,12,existing paid,new car,1101,<100,1<=X<4,3,male single,none,2,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
821,>=200,12,existing paid,radio/tv,3016,<100,1<=X<4,3,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
831,<0,18,existing paid,new car,1216,<100,<1,4,male single,none,3,car,27.110581775279115,none,rent,1,unemp/unskilled non res,1,yes,yes,bad,17
834,>=200,15,existing paid,radio/tv,2327,<100,<1,2,male single,none,3,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
836,no checking,12,existing paid,radio/tv,886,no known savings,1<=X<4,4,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
837,no checking,4,existing paid,furniture/equipment,601,<100,<1,1,male single,none,3,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,2,none,yes,good,17
842,no checking,18,existing paid,repairs,1943,<100,<1,4,male single,none,4,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,bad,17
860,no checking,24,critical/other existing credit,used car,5804,>=1000,1<=X<4,4,male single,none,2,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,good,17
864,no checking,10,existing paid,furniture/equipment,2210,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,bank,rent,1,unemp/unskilled non res,1,none,yes,bad,17
866,<0,18,existing paid,radio/tv,2389,<100,<1,4,male single,none,1,car,27.110581775279115,stores,own,1,unemp/unskilled non res,1,none,yes,good,17
869,<0,12,existing paid,furniture/equipment,652,<100,>=7,4,male single,none,4,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,good,17
872,<0,24,critical/other existing credit,business,1382,100<=X<500,4<=X<7,4,male single,none,1,real estate,27.110581775279115,none,own,2,unemp/unskilled non res,1,yes,yes,good,17
878,<0,9,existing paid,new car,1422,<100,<1,3,male single,none,2,no known property,27.110581775279115,none,for free,1,unemp/unskilled non res,1,yes,yes,bad,17
887,0<=X<200,48,existing paid,business,15672,<100,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
905,<0,12,existing paid,radio/tv,1107,<100,1<=X<4,2,male single,none,2,real estate,27.110581775279115,none,rent,1,unemp/unskilled non res,2,yes,yes,good,17
906,<0,21,existing paid,new car,3763,no known savings,4<=X<7,2,male single,co applicant,2,real estate,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,no,good,17
907,0<=X<200,36,existing paid,education,3711,no known savings,1<=X<4,2,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
911,0<=X<200,24,critical/other existing credit,furniture/equipment,4736,<100,<1,2,male single,none,4,car,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,bad,17
912,0<=X<200,30,existing paid,radio/tv,2991,no known savings,>=7,2,male single,none,4,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
930,<0,24,existing paid,furniture/equipment,1747,<100,<1,4,male single,co applicant,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,no,good,17
931,0<=X<200,9,existing paid,radio/tv,1670,<100,<1,4,male single,none,2,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,yes,yes,bad,17
934,<0,12,existing paid,radio/tv,1498,<100,1<=X<4,4,male single,none,1,car,27.110581775279115,bank,own,1,unemp/unskilled non res,1,none,yes,good,17
964,0<=X<200,6,existing paid,repairs,454,<100,<1,3,male single,none,1,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
965,0<=X<200,30,existing paid,radio/tv,1715,no known savings,1<=X<4,4,male single,none,1,car,27.110581775279115,none,own,1,unemp/unskilled non res,1,none,yes,good,17
966,0<=X<200,27,critical/other existing credit,radio/tv,2520,500<=X<1000,1<=X<4,4,male single,none,2,life insurance,27.110581775279115,none,own,2,unemp/unskilled non res,1,none,yes,bad,17
979,0<=X<200,15,all paid,new car,1264,100<=X<500,1<=X<4,2,male single,none,2,life insurance,27.110581775279115,none,rent,1,unemp/unskilled non res,1,none,yes,bad,17
983,<0,36,existing paid,used car,8229,<100,1<=X<4,2,male single,none,2,life insurance,27.110581775279115,none,own,1,unemp/unskilled non res,2,none,yes,bad,17
985,<0,15,critical/other existing credit,furniture/equipment,1433,<100,1<=X<4,4,male single,none,3,life insurance,27.110581775279115,none,rent,2,unemp/unskilled non res,1,none,yes,good,17
998,<0,45,existing paid,radio/tv,1845,<100,1<=X<4,4,male single,none,4,no known property,27.110581775279115,none,for free,1,unemp/unskilled non res,1,yes,yes,bad,17
200,no checking,9,critical/other existing credit,education,936,500<=X<1000,>=7,4,male mar/wid,none,2,car,49.72132678211599,none,own,2,skilled,1,yes,yes,good,18
695,no checking,6,existing paid,used car,1236,500<=X<1000,1<=X<4,2,male mar/wid,none,4,life insurance,49.72132678211599,none,rent,1,skilled,1,none,yes,good,18
522,<0,48,no credits/all paid,furniture/equipment,7119,<100,1<=X<4,3,male mar/wid,none,4,no known property,49.72132678211599,none,for free,2,skilled,2,none,yes,bad,18
843,no checking,24,all paid,business,1559,<100,4<=X<7,4,male mar/wid,none,4,car,49.72132678211599,bank,own,1,skilled,1,yes,yes,good,18
231,no checking,9,existing paid,new car,2507,500<=X<1000,>=7,2,male mar/wid,none,4,no known property,49.72132678211599,none,for free,1,skilled,1,none,yes,good,18
980,0<=X<200,30,critical/other existing credit,furniture/equipment,8386,<100,4<=X<7,2,male mar/wid,none,2,life insurance,49.72132678211599,none,own,1,skilled,1,none,yes,bad,18
356,no checking,12,critical/other existing credit,radio/tv,2331,no known savings,>=7,1,male mar/wid,co applicant,4,real estate,49.72132678211599,none,own,1,skilled,1,yes,yes,good,18
326,no checking,12,critical/other existing credit,furniture/equipment,5801,no known savings,>=7,2,male mar/wid,none,4,life insurance,49.72132678211599,none,rent,1,skilled,1,yes,yes,good,18
581,0<=X<200,12,critical/other existing credit,new car,3124,<100,<1,1,male mar/wid,none,3,real estate,49.72132678211599,bank,own,2,skilled,2,none,yes,good,18
246,no checking,12,critical/other existing credit,radio/tv,717,<100,>=7,4,male mar/wid,none,4,real estate,49.72132678211599,none,own,3,skilled,1,none,yes,good,18
183,no checking,24,critical/other existing credit,furniture/equipment,3777,>=1000,1<=X<4,4,male mar/wid,none,4,real estate,49.72132678211599,none,own,1,skilled,1,yes,yes,good,18
56,0<=X<200,12,existing paid,radio/tv,6468,no known savings,unemployed,2,male mar/wid,none,1,no known property,49.72132678211599,none,own,1,skilled,1,yes,yes,bad,18
662,no checking,21,existing paid,furniture/equipment,2241,<100,>=7,4,male mar/wid,none,2,real estate,49.72132678211599,none,own,2,skilled,1,none,yes,good,18
84,<0,10,existing paid,radio/tv,2315,<100,>=7,3,male mar/wid,none,4,real estate,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
16,no checking,24,critical/other existing credit,radio/tv,2424,no known savings,>=7,4,male mar/wid,none,4,life insurance,49.72132678211599,none,own,2,skilled,1,none,yes,good,18
72,<0,8,critical/other existing credit,other,1164,<100,>=7,3,male mar/wid,none,4,no known property,49.72132678211599,bank,for free,2,skilled,2,yes,yes,good,18
773,no checking,24,critical/other existing credit,radio/tv,2223,100<=X<500,>=7,4,male mar/wid,none,4,life insurance,49.72132678211599,bank,own,2,skilled,1,none,yes,good,18
885,<0,12,existing paid,education,795,<100,<1,4,male mar/wid,none,4,life insurance,49.72132678211599,none,own,1,skilled,1,none,yes,bad,18
